subdistrict_code,subdistrict_name,district_code,latitude,longitude,timezone
2008,Cicangkanghilir,12,-6.96224596,107.41091842,Asia/Jakarta
2001,Cibedug,13,-7.00571913,107.27131258,Asia/Jakarta
2002,Bojong,13,-6.98533682,107.2661367,Asia/Jakarta
2003,Bojongsalam,13,-6.97224766,107.22864033,Asia/Jakarta
2004,Cibitung,13,-6.92815707,107.3030151,Asia/Jakarta
2005,Cicadas,13,-6.99806107,107.21324532,Asia/Jakarta
2006,Cinengah,13,-6.96729159,107.27699729,Asia/Jakarta
2007,Sukamanah,13,-6.98746898,107.29486044,Asia/Jakarta
2008,Sukaresmi,13,-6.94479605,107.2646379,Asia/Jakarta
2001,Cintakarya,14,-6.99088709,107.39904761,Asia/Jakarta
2002,Sindangkerta,14,-6.98034583,107.41306435,Asia/Jakarta
2003,Buninagara,14,-7.0299565,107.44003921,Asia/Jakarta
2004,Cikadu,14,-6.99607085,107.41619531,Asia/Jakarta
2005,Cicangkanggirang,14,-7.00786104,107.37374127,Asia/Jakarta
2006,Mekarwangi,14,-7.07163543,107.39327836,Asia/Jakarta
2007,Pasirpogor,14,-6.9777252,107.39264922,Asia/Jakarta
2008,Puncaksari,14,-6.99001791,107.389999,Asia/Jakarta
2009,Rancasenggang,14,-7.00992936,107.41048299,Asia/Jakarta
2010,Weninggalih,14,-7.03312533,107.38258823,Asia/Jakarta
2011,Wangunsari,14,-7.03633015,107.41380784,Asia/Jakarta
2001,Sirnajaya,15,-7.04485576,107.29168336,Asia/Jakarta
2002,Gununghalu,15,-7.06391317,107.3320883,Asia/Jakarta
2003,Bunijaya,15,-7.02920628,107.2654215,Asia/Jakarta
2004,Celak,15,-7.02033311,107.35478584,Asia/Jakarta
2005,Cilangari,15,-7.04469543,107.22136018,Asia/Jakarta
2006,Sindangjaya,15,-7.02655486,107.21667824,Asia/Jakarta
2007,Sukasari,15,-6.98575552,107.34339561,Asia/Jakarta
2008,Tamanjaya,15,-6.99235225,107.31979872,Asia/Jakarta
2009,Wargasaluyu,15,-7.01511984,107.33438186,Asia/Jakarta
2001,Cikande,16,-6.87589061,107.43229891,Asia/Jakarta
2002,Jati,16,-6.89817283,107.39853493,Asia/Jakarta
2003,Girimukti,16,-6.89456739,107.42271665,Asia/Jakarta
2004,Bojonghaleuang,16,-6.86785345,107.45044135,Asia/Jakarta
2005,Cipangeran,16,-6.87686623,107.39808069,Asia/Jakarta
2006,Saguling,16,-6.89792943,107.37192978,Asia/Jakarta
2001,Ciptagumati,04,-6.73809769,107.44205524,Asia/Jakarta
2002,Cikalong,04,-6.73104657,107.42220512,Asia/Jakarta
2003,Cipada,04,-6.76615271,107.50431326,Asia/Jakarta
2004,Cisomangbarat,04,-6.71711154,107.45216965,Asia/Jakarta
2005,Ganjarsari,04,-6.74857556,107.49636891,Asia/Jakarta
2006,Kanangasari,04,-6.75988662,107.40545755,Asia/Jakarta
2007,Mandalasari,04,-6.76586369,107.44048417,Asia/Jakarta
2008,Mandalamukti,04,-6.74959649,107.45456864,Asia/Jakarta
2009,Mekarjaya,04,-6.77809203,107.47121426,Asia/Jakarta
2010,Puteran,04,-6.70583437,107.39263913,Asia/Jakarta
2011,Rende,04,-6.73677019,107.40449443,Asia/Jakarta
2012,Tenjolaut,04,-6.71079223,107.42731542,Asia/Jakarta
2013,Wangunjaya,04,-6.72947141,107.46725092,Asia/Jakarta
2001,Cililin,11,-6.9469897,107.45460155,Asia/Jakarta
2002,Budiharja,11,-6.93799857,107.43416599,Asia/Jakarta
2003,Batulayang,11,-6.96606474,107.44745479,Asia/Jakarta
2004,Bongas,11,-6.95475685,107.4253443,Asia/Jakarta
2005,Karanganyar,11,-6.93052211,107.39607282,Asia/Jakarta
2006,Karangtanjung,11,-6.95643186,107.46809438,Asia/Jakarta
2007,Karyamukti,11,-7.03577112,107.46964019,Asia/Jakarta
2008,Kidangpananjung,11,-6.97987764,107.48226988,Asia/Jakarta
2009,Mukapayung,11,-6.9938259,107.45512977,Asia/Jakarta
2010,Nanggerang,11,-7.0159109,107.45520628,Asia/Jakarta
2011,Rancapanggung,11,-6.9839817,107.42890923,Asia/Jakarta
1001,Sukarasa,01,-6.87422747,107.58539617,Asia/Jakarta
1002,Gegerkalong,01,-6.86935045,107.58886501,Asia/Jakarta
1003,Isola,01,-6.85353614,107.59309735,Asia/Jakarta
1004,Sarijadi,01,-6.87580068,107.57716034,Asia/Jakarta
1001,Cipaganti,02,-6.89043196,107.60400972,Asia/Jakarta
1002,Lebak Gede,02,-6.8926448,107.61616401,Asia/Jakarta
1003,Sadang Serang,02,-6.89443295,107.62391441,Asia/Jakarta
1004,Dago,02,-6.87464506,107.61575553,Asia/Jakarta
1005,Sekeloa,02,-6.88655219,107.62088049,Asia/Jakarta
1006,Lebak Siliwangi,02,-6.89103593,107.60983187,Asia/Jakarta
1001,Babakan Ciparay,03,-6.94164679,107.57983992,Asia/Jakarta
1002,Babakan,03,-6.93436334,107.57541373,Asia/Jakarta
1003,Sukahaji,03,-6.92679993,107.5831077,Asia/Jakarta
1004,Margahayu Utara,03,-6.94828503,107.57538382,Asia/Jakarta
1005,Margasuka,03,-6.95423211,107.57548895,Asia/Jakarta
1006,Cirangrang,03,-6.95736561,107.58562441,Asia/Jakarta
1001,Kopo,04,-6.94131523,107.58742169,Asia/Jakarta
1002,Babakan Tarogong,04,-6.92729137,107.59053278,Asia/Jakarta
1003,Jamika,04,-6.92243017,107.58907911,Asia/Jakarta
1004,Babakan Asih,04,-6.93153362,107.59453714,Asia/Jakarta
1005,Suka Asih,04,-6.9337536,107.58899699,Asia/Jakarta
1001,Maleber,05,-6.90933523,107.5724252,Asia/Jakarta
1002,Dungus Cariang,05,-6.91423574,107.58070978,Asia/Jakarta
1003,Ciroyom,05,-6.91587983,107.58822692,Asia/Jakarta
1004,Kebon Jeruk,05,-6.91721588,107.59883447,Asia/Jakarta
1005,Garuda,05,-6.91187353,107.57600873,Asia/Jakarta
1006,Campaka,05,-6.89980166,107.5661417,Asia/Jakarta
1001,Husein Sastranegara,06,-6.90199821,107.57940477,Asia/Jakarta
1002,Arjuna,06,-6.91041749,107.59344533,Asia/Jakarta
1003,Pajajaran,06,-6.89918598,107.5872768,Asia/Jakarta
1004,Pasirkaliki,06,-6.90763789,107.60083509,Asia/Jakarta
1005,Pamoyanan,06,-6.90305804,107.59389563,Asia/Jakarta
1006,Sukaraja,06,-6.89248404,107.56695345,Asia/Jakarta
1001,Pasteur,07,-6.8908926,107.59947873,Asia/Jakarta
1002,Cipedes,07,-6.8859311,107.59359004,Asia/Jakarta
1003,Sukawarna,07,-6.88625191,107.57763582,Asia/Jakarta
1004,Sukagalih,07,-6.88669812,107.58642032,Asia/Jakarta
1005,Sukabungah,07,-6.89574453,107.59421178,Asia/Jakarta
1001,Hegarmanah,08,-6.87472499,107.60086899,Asia/Jakarta
1002,Ciumbuleuit,08,-6.86174224,107.61121454,Asia/Jakarta
1003,Ledeng,08,-6.85542397,107.59920477,Asia/Jakarta
1001,Cihapit,09,-6.90826996,107.62697078,Asia/Jakarta
1002,Taman Sari,09,-6.9015214,107.60725931,Asia/Jakarta
1003,Citarum,09,-6.90443956,107.61636446,Asia/Jakarta
1001,Karasak,10,-6.94889214,107.60772232,Asia/Jakarta
1002,Nyengseret,10,-6.93080399,107.60160241,Asia/Jakarta
1003,Karang Anyar,10,-6.9235282,107.60135029,Asia/Jakarta
1004,Panjunan,10,-6.92970926,107.59803277,Asia/Jakarta
1005,Cibadak,10,-6.92316118,107.59589069,Asia/Jakarta
1006,Pelindung Hewan,10,-6.93995158,107.60314936,Asia/Jakarta
1001,Cigereleng,11,-6.9408039,107.61070103,Asia/Jakarta
1002,Ancol,11,-6.94064774,107.61629406,Asia/Jakarta
1003,Pungkur,11,-6.92994518,107.60733594,Asia/Jakarta
1004,Balong Gede,11,-6.92569253,107.60781928,Asia/Jakarta
1005,Ciseureuh,11,-6.95073607,107.61288054,Asia/Jakarta
1006,Ciateul,11,-6.93446164,107.60791626,Asia/Jakarta
1007,Pasirluyu,11,-6.94867621,107.61904225,Asia/Jakarta
1001,Gumuruh,12,-6.93808466,107.63714251,Asia/Jakarta
1002,Maleer,12,-6.92666878,107.63958825,Asia/Jakarta
1003,Cibangkong,12,-6.92372388,107.63356888,Asia/Jakarta
1004,Kacapiring,12,-6.9177023,107.63401323,Asia/Jakarta
1005,Kebon Waru,12,-6.91633546,107.64120828,Asia/Jakarta
1006,Kebon Gedang,12,-6.92649752,107.64283503,Asia/Jakarta
1007,Samoja,12,-6.92155611,107.6272774,Asia/Jakarta
1008,Binong,12,-6.93808851,107.64065342,Asia/Jakarta
1001,Cijagra,13,-6.94418932,107.62534769,Asia/Jakarta
1002,Lingkar Selatan,13,-6.92931797,107.62952439,Asia/Jakarta
1003,Burangrang,13,-6.92963189,107.61819485,Asia/Jakarta
1004,Paledang,13,-6.92480003,107.61469549,Asia/Jakarta
1005,Turangga,13,-6.93857519,107.62927757,Asia/Jakarta
1006,Malabar,13,-6.92611617,107.62152671,Asia/Jakarta
1007,Cikawao,13,-6.92652895,107.61215699,Asia/Jakarta
1001,Padasuka,14,-6.90374927,107.64761153,Asia/Jakarta
1002,Cikutra,14,-6.90280219,107.63995105,Asia/Jakarta
1003,Cicadas,14,-6.90627673,107.63728004,Asia/Jakarta
1004,Sukamaju,14,-6.90858819,107.63404485,Asia/Jakarta
1005,Sukapada,14,-6.89596144,107.6467879,Asia/Jakarta
1006,Pasirlayung,14,-6.89507028,107.65643036,Asia/Jakarta
1001,Cijerah,15,-6.91888565,107.56719949,Asia/Jakarta
1002,Cibuntu,15,-6.92164182,107.57174634,Asia/Jakarta
1003,Warung Muncang,15,-6.92398358,107.57703286,Asia/Jakarta
1004,Caringin,15,-6.93112822,107.57046999,Asia/Jakarta
1005,Cigondewah Kaler,15,-6.9350995,107.56279972,Asia/Jakarta
1006,Gempol Sari,15,-6.93190199,107.55341329,Asia/Jakarta
1007,Cigondewah Rahayu,15,-6.94769996,107.56351157,Asia/Jakarta
1008,Cigondewah Kidul,15,-6.94133467,107.56292093,Asia/Jakarta
1001,Sukapura,16,-6.93482917,107.65140313,Asia/Jakarta
1002,Kebon Jayanti,16,-6.92743832,107.64679604,Asia/Jakarta
1003,Babakan Surabaya,16,-6.91413771,107.64775883,Asia/Jakarta
1004,Cicaheum,16,-6.90700155,107.65303574,Asia/Jakarta
1005,Babakan Sari,16,-6.9231404,107.65063922,Asia/Jakarta
1006,Kebon Kangkung,16,-6.93770484,107.64400852,Asia/Jakarta
1001,Situsaeur,17,-6.94019367,107.59536207,Asia/Jakarta
1002,Kebon Lega,17,-6.9470836,107.59783336,Asia/Jakarta
1003,Cibaduyut,17,-6.95326684,107.59315684,Asia/Jakarta
1004,Mekar Wangi,17,-6.95522171,107.60450775,Asia/Jakarta
1005,Cibaduyut Kidul,17,-6.95975259,107.59121037,Asia/Jakarta
1006,Cibaduyut Wetan,17,-6.95888395,107.59867087,Asia/Jakarta
1001,Cihaur Geulis,18,-6.90135556,107.62863309,Asia/Jakarta
1002,Sukaluyu,18,-6.89596058,107.6300072,Asia/Jakarta
1003,Neglasari,18,-6.89516971,107.63921821,Asia/Jakarta
1004,Cigadung,18,-6.88024198,107.62775067,Asia/Jakarta
1001,Braga,19,-6.91812043,107.60853591,Asia/Jakarta
1002,Merdeka,19,-6.9135205,107.62115346,Asia/Jakarta
1003,Kebon Pisang,19,-6.91928876,107.61710125,Asia/Jakarta
1004,Babakan Ciamis,19,-6.91146031,107.60855707,Asia/Jakarta
1001,Antapani Kulon,20,-6.90998188,107.65627755,Asia/Jakarta
1004,Antapani Tengah,20,-6.91903766,107.66246246,Asia/Jakarta
1005,Antapani Kidul,20,-6.92323281,107.65984603,Asia/Jakarta
1003,Cisaranten Kulon,24,-6.92525618,107.68065079,Asia/Jakarta
1004,Cisaranten Endah,24,-6.93077393,107.67212376,Asia/Jakarta
1001,Sukamiskin,24,-6.91306986,107.67354179,Asia/Jakarta
1002,Cisaranten Bina Harapan,24,-6.91123104,107.6852143,Asia/Jakarta
1001,Palasari,25,-6.91322622,107.72401304,Asia/Jakarta
1002,Cipadung,25,-6.92422755,107.71913874,Asia/Jakarta
1003,Pasir Biru,25,-6.92415822,107.72406648,Asia/Jakarta
1004,Cisurupan,25,-6.90565994,107.7231306,Asia/Jakarta
1003,Pasir Endah,26,-6.90433025,107.69006986,Asia/Jakarta
1004,Cigending,26,-6.910521,107.69785704,Asia/Jakarta
1005,Pasirwangi,26,-6.89944187,107.70632682,Asia/Jakarta
1006,Pasirjati,26,-6.90278313,107.71034359,Asia/Jakarta
1007,Pasanggrahan,26,-6.91068549,107.71397596,Asia/Jakarta
1001,Cimincrang,27,-6.94573933,107.70491593,Asia/Jakarta
1002,Cisaranten Kidul,27,-6.94944527,107.69306399,Asia/Jakarta
1003,Rancabolang,27,-6.96192857,107.69305317,Asia/Jakarta
1004,Rancanumpang,27,-6.96019801,107.7098629,Asia/Jakarta
1001,Cipadung Kulon,28,-6.92174078,107.70453127,Asia/Jakarta
1002,Cipadung Kidul,28,-6.9414159,107.71168829,Asia/Jakarta
1003,Cipadung Wetan,28,-6.93166824,107.70991215,Asia/Jakarta
1004,Mekar Mulya,28,-6.93110181,107.69993586,Asia/Jakarta
1001,Cisaranten Wetan,29,-6.92397129,107.68755971,Asia/Jakarta
1002,Pakemitan,29,-6.92089482,107.69350243,Asia/Jakarta
1003,Sukamulya,29,-6.92025243,107.6989587,Asia/Jakarta
1004,Babakan Penghulu,29,-6.93608158,107.69002671,Asia/Jakarta
1001,Jatihandap,30,-6.89557679,107.66342991,Asia/Jakarta
1002,Karang Pamulang,30,-6.89848355,107.67193129,Asia/Jakarta
1003,Pasir Impun,30,-6.8973008,107.67939625,Asia/Jakarta
1004,Sindang Jaya,30,-6.90105948,107.6838322,Asia/Jakarta
1006,Antapani Wetan,20,-6.90933643,107.66401741,Asia/Jakarta
1001,Batununggal,21,-6.95257179,107.63200556,Asia/Jakarta
1002,Wates,21,-6.95901001,107.61555243,Asia/Jakarta
1003,Mengger,21,-6.96025154,107.62886464,Asia/Jakarta
1004,Kujangsari,21,-6.96150854,107.64267132,Asia/Jakarta
1001,Sekejati,22,-6.94602231,107.65508025,Asia/Jakarta
1002,Margasari,22,-6.95479115,107.65718245,Asia/Jakarta
1003,Cijaura,22,-6.95866358,107.65071981,Asia/Jakarta
1004,Jati Sari,22,-6.93611057,107.66169332,Asia/Jakarta
1001,Cipamokolan,23,-6.94676881,107.67590388,Asia/Jakarta
1002,Derwati,23,-6.96112157,107.68167239,Asia/Jakarta
1003,Manjahlega,23,-6.94730106,107.6669374,Asia/Jakarta
1004,Mekarmulya,23,-6.9627705,107.66937096,Asia/Jakarta
