"forecast_id","subdistrict_id","utc_datetime","local_datetime","time_index","analysis_date","weather_condition_id","wind_direction_degrees","wind_direction","wind_direction_to","wind_speed","temperature","cloud_cover_percentage","precipitation_probability","humidity","visibility_meters","visibility_text","created_at","updated_at"
1914,11,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,32.00,25,0.00,45,8985,< 9 km,2025-07-19 18:35:42.441,2025-07-19 18:35:42.441
1915,11,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,32.00,46,0.00,47,8985,< 9 km,2025-07-19 18:35:42.442,2025-07-19 18:35:42.442
1916,11,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,357,NW,SE,2.20,28.00,45,0.00,67,9009,< 10 km,2025-07-19 18:36:45.562,2025-07-19 18:36:45.562
1917,11,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,26.00,76,0.00,74,9009,< 10 km,2025-07-19 18:37:17.362,2025-07-19 18:37:17.362
1918,11,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,84,9015,< 10 km,2025-07-19 18:37:47.372,2025-07-19 18:37:47.372
1919,11,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,181,S,N,2.90,23.00,53,0.00,86,8988,< 9 km,2025-07-19 18:37:47.451,2025-07-19 18:37:47.451
1105,90,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,0,36,N,S,4.70,31.00,6,0.00,49,8985,< 9 km,2025-07-19 13:21:19.817,2025-07-19 13:21:19.817
1106,90,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,1,78,NE,SW,3.10,27.00,23,0.00,71,9009,< 10 km,2025-07-19 13:22:17.885,2025-07-19 13:22:17.885
1107,90,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,1,78,NE,SW,3.10,25.00,25,0.00,81,9009,< 10 km,2025-07-19 13:22:17.904,2025-07-19 13:22:17.904
1108,90,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,0,194,S,N,2.40,23.00,1,0.00,87,9003,< 10 km,2025-07-19 13:22:47.919,2025-07-19 13:22:47.919
1109,90,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,223,S,N,4.50,30.00,26,0.00,58,8990,< 9 km,2025-07-19 13:22:47.935,2025-07-19 13:22:47.935
1110,90,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,195,S,N,9.20,31.00,42,0.00,54,9013,< 10 km,2025-07-19 13:23:17.965,2025-07-19 13:23:17.965
1111,90,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,313,W,E,1.00,27.00,58,0.00,73,8995,< 9 km,2025-07-19 13:23:17.981,2025-07-19 13:23:17.981
1112,90,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,201,S,N,3.60,23.00,13,0.00,90,9000,< 10 km,2025-07-19 13:23:49.543,2025-07-19 13:23:49.543
1113,90,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,187,S,N,4.40,25.00,28,0.00,84,8988,< 9 km,2025-07-19 13:23:49.544,2025-07-19 13:23:49.544
1114,90,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,118,E,W,3.10,31.00,42,0.00,53,8996,< 9 km,2025-07-19 13:24:19.587,2025-07-19 13:24:19.587
1115,90,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,30,N,S,3.80,28.00,92,0.00,73,8986,< 9 km,2025-07-19 13:24:19.593,2025-07-19 13:24:19.593
1116,90,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,185,S,N,2.60,25.00,99,0.00,84,8998,< 9 km,2025-07-19 13:24:49.618,2025-07-19 13:24:49.618
1117,90,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,197,S,N,2.70,24.00,100,0.00,89,9015,< 10 km,2025-07-19 13:24:50.221,2025-07-19 13:24:50.221
1118,90,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,180,S,N,2.60,23.00,98,0.00,89,8988,< 9 km,2025-07-19 13:25:20.221,2025-07-19 13:25:20.221
1119,90,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,189,S,N,6.90,21.00,20,0.00,92,8133,< 9 km,2025-07-19 13:25:20.247,2025-07-19 13:25:20.247
1120,90,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,94,E,W,1.70,27.00,96,0.00,70,9006,< 10 km,2025-07-19 13:25:50.437,2025-07-19 13:25:50.437
1121,271,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,182,S,N,5.20,27.00,3,0.00,65,9007,< 10 km,2025-07-19 13:25:50.514,2025-07-19 13:25:50.514
1123,271,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,1,36,N,S,5.50,30.00,33,0.00,51,8985,< 9 km,2025-07-19 13:26:20.740,2025-07-19 13:26:20.740
1122,271,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,36,N,S,5.50,30.00,56,0.10,50,8985,< 9 km,2025-07-19 13:26:20.740,2025-07-19 13:26:20.740
1124,271,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,1,168,SE,NW,3.80,24.00,51,0.00,80,9009,< 10 km,2025-07-19 13:26:51.682,2025-07-19 13:26:51.682
1125,271,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,1,168,SE,NW,3.80,26.00,43,0.10,71,9009,< 10 km,2025-07-19 13:26:51.687,2025-07-19 13:26:51.687
1126,271,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,198,S,N,4.80,23.00,24,0.00,84,9003,< 10 km,2025-07-19 13:27:21.737,2025-07-19 13:27:21.737
1127,271,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,176,SE,NW,1.90,26.00,38,0.00,71,8995,< 9 km,2025-07-19 13:27:21.766,2025-07-19 13:27:21.766
1128,271,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,303,W,E,5.90,31.00,33,0.00,47,8996,< 9 km,2025-07-19 13:27:51.755,2025-07-19 13:27:51.755
1129,271,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,61,269,SW,NE,0.40,26.00,100,1.00,74,8986,< 9 km,2025-07-19 13:27:51.781,2025-07-19 13:27:51.781
1130,271,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,184,S,N,4.40,24.00,100,0.20,87,8998,< 9 km,2025-07-19 13:28:21.778,2025-07-19 13:28:21.778
1131,271,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,195,S,N,7.30,20.00,19,0.00,86,8997,< 9 km,2025-07-19 13:28:21.800,2025-07-19 13:28:21.800
1132,271,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,98,E,W,2.10,27.00,91,0.00,58,9006,< 10 km,2025-07-19 13:28:51.814,2025-07-19 13:28:51.814
1133,271,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,0,142,SE,NW,4.70,31.00,8,0.00,43,8990,< 9 km,2025-07-19 13:28:51.834,2025-07-19 13:28:51.834
1134,271,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,211,S,N,6.80,31.00,20,0.10,45,9013,< 10 km,2025-07-19 13:29:21.833,2025-07-19 13:29:21.833
1135,271,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,173,SE,NW,4.80,23.00,100,0.00,85,9015,< 10 km,2025-07-19 13:29:21.860,2025-07-19 13:29:21.860
1136,271,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,171,SE,NW,8.80,24.00,45,0.00,79,8988,< 9 km,2025-07-19 13:29:52.667,2025-07-19 13:29:52.667
1137,271,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,184,S,N,6.00,23.00,52,0.00,82,9000,< 10 km,2025-07-19 13:29:52.707,2025-07-19 13:29:52.707
1138,271,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,2,186,S,N,3.80,23.00,67,0.00,80,8994,< 9 km,2025-07-19 13:30:22.715,2025-07-19 13:30:22.715
1139,271,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,192,S,N,6.40,21.00,100,0.00,91,8988,< 9 km,2025-07-19 13:30:22.765,2025-07-19 13:30:22.765
1140,271,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,182,S,N,5.20,22.00,11,0.00,80,9007,< 10 km,2025-07-19 13:30:53.307,2025-07-19 13:30:53.307
1141,317,2025-07-19 07:00:00.000,2025-07-19 14:00:00.000,"6-7",2025-07-19 00:00:00.000,1,343,NW,SE,3.00,29.00,44,0.00,60,8996,< 9 km,2025-07-19 13:30:53.307,2025-07-19 13:30:53.307
1142,317,2025-07-19 10:00:00.000,2025-07-19 17:00:00.000,"9-10",2025-07-19 00:00:00.000,3,33,N,S,9.70,26.00,100,0.00,82,8986,< 9 km,2025-07-19 13:31:23.373,2025-07-19 13:31:23.373
1143,317,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,140,SE,NW,4.70,23.00,100,0.00,90,8998,< 9 km,2025-07-19 13:31:23.386,2025-07-19 13:31:23.386
1144,317,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,182,S,N,3.90,22.00,99,0.00,89,8695,< 9 km,2025-07-19 13:31:53.405,2025-07-19 13:31:53.405
1145,317,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,185,S,N,3.10,21.00,31,0.00,92,5602,< 6 km,2025-07-19 13:31:53.435,2025-07-19 13:31:53.435
1146,317,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,330,NW,SE,9.90,29.00,38,0.10,61,8990,< 9 km,2025-07-19 13:32:23.435,2025-07-19 13:32:23.435
1147,317,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,2,N,S,5.80,29.00,34,0.20,63,9013,< 10 km,2025-07-19 13:32:23.459,2025-07-19 13:32:23.459
1148,317,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,79,NE,SW,12.50,25.00,36,0.10,87,8995,< 9 km,2025-07-19 13:32:53.459,2025-07-19 13:32:53.459
1149,317,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,147,SE,NW,4.60,23.00,21,0.00,90,8988,< 9 km,2025-07-19 13:32:53.499,2025-07-19 13:32:53.499
1150,317,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,178,SE,NW,3.50,20.00,16,0.00,87,5615,< 6 km,2025-07-19 13:33:23.555,2025-07-19 13:33:23.555
1151,317,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,178,SE,NW,3.50,26.00,1,0.00,74,5615,< 6 km,2025-07-19 13:33:23.589,2025-07-19 13:33:23.589
1152,317,2025-07-21 04:00:00.000,2025-07-21 11:00:00.000,"51-52",2025-07-19 00:00:00.000,1,285,W,E,6.20,29.00,38,0.00,61,8985,< 9 km,2025-07-19 13:34:22.714,2025-07-19 13:34:22.714
1153,317,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,285,W,E,6.20,29.00,31,0.10,62,8985,< 9 km,2025-07-19 13:34:22.734,2025-07-19 13:34:22.734
1154,317,2025-07-21 10:00:00.000,2025-07-21 17:00:00.000,"57-58",2025-07-19 00:00:00.000,2,84,NE,SW,8.90,25.00,74,0.10,82,9009,< 10 km,2025-07-19 13:34:52.743,2025-07-19 13:34:52.743
1155,317,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,1,84,NE,SW,8.90,23.00,40,0.00,88,9009,< 10 km,2025-07-19 13:34:52.759,2025-07-19 13:34:52.759
1156,317,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,160,SE,NW,5.10,22.00,20,0.00,89,9003,< 10 km,2025-07-19 13:35:52.906,2025-07-19 13:35:52.906
1157,317,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,189,S,N,4.50,20.00,100,0.00,96,5596,< 6 km,2025-07-19 13:35:52.906,2025-07-19 13:35:52.906
1158,317,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,2,326,NW,SE,4.30,26.00,84,0.00,72,9006,< 10 km,2025-07-19 13:36:52.794,2025-07-19 13:36:52.794
1159,317,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,193,S,N,6.20,20.00,11,0.00,92,8997,< 9 km,2025-07-19 13:36:52.794,2025-07-19 13:36:52.794
1160,317,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,190,S,N,5.40,21.00,12,0.00,93,8552,< 9 km,2025-07-19 13:37:22.857,2025-07-19 13:37:22.857
1161,1,2025-07-19 08:00:00.000,2025-07-19 15:00:00.000,"7-8",2025-07-19 00:00:00.000,1,92,E,W,5.30,32.00,45,0.00,45,8996,< 9 km,2025-07-19 13:37:22.966,2025-07-19 13:37:22.966
1162,1,2025-07-19 11:00:00.000,2025-07-19 18:00:00.000,"10-11",2025-07-19 00:00:00.000,3,22,N,S,4.60,27.00,100,0.00,76,8986,< 9 km,2025-07-19 13:38:22.814,2025-07-19 13:38:22.814
1163,1,2025-07-19 14:00:00.000,2025-07-19 21:00:00.000,"13-14",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,99,0.10,83,8998,< 9 km,2025-07-19 13:38:22.816,2025-07-19 13:38:22.816
1164,1,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,46,0.00,81,8994,< 9 km,2025-07-19 13:38:53.243,2025-07-19 13:38:53.243
1165,1,2025-07-20 17:00:00.000,2025-07-21 00:00:00.000,"40-41",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,45,0.00,80,9000,< 10 km,2025-07-19 13:38:53.246,2025-07-19 13:38:53.246
1166,1,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,0,98,E,W,3.70,26.00,10,0.00,76,9007,< 10 km,2025-07-19 13:39:23.282,2025-07-19 13:39:23.282
1169,1,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,45,0.00,45,8985,< 9 km,2025-07-19 13:39:53.332,2025-07-19 13:39:53.332
1170,1,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,42,0.00,65,9009,< 10 km,2025-07-19 13:40:23.334,2025-07-19 13:40:23.334
1171,1,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,2,24,N,S,2.90,26.00,61,0.00,72,9009,< 10 km,2025-07-19 13:40:23.353,2025-07-19 13:40:23.353
1172,1,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,84,9015,< 10 km,2025-07-19 13:40:53.358,2025-07-19 13:40:53.358
1179,1,2025-07-20 14:00:00.000,2025-07-20 21:00:00.000,"37-38",2025-07-19 00:00:00.000,1,183,S,N,4.50,26.00,59,0.20,78,8988,< 9 km,2025-07-19 13:42:23.499,2025-07-19 13:42:23.499
1181,2,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,44,0.00,81,8994,< 9 km,2025-07-19 13:43:23.505,2025-07-19 13:43:23.505
1182,2,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,1,98,E,W,3.70,25.00,11,0.00,75,9007,< 10 km,2025-07-19 13:43:53.534,2025-07-19 13:43:53.534
1184,2,2025-07-19 11:00:00.000,2025-07-19 18:00:00.000,"10-11",2025-07-19 00:00:00.000,3,22,N,S,4.60,27.00,100,0.00,74,8986,< 9 km,2025-07-19 13:44:53.507,2025-07-19 13:44:53.507
1187,2,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,24.00,100,0.00,84,9015,< 10 km,2025-07-19 13:45:23.539,2025-07-19 13:45:23.539
1189,2,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,43,0.10,43,8985,< 9 km,2025-07-19 13:46:23.535,2025-07-19 13:46:23.535
1190,2,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,24,N,S,2.90,28.00,37,0.10,67,9009,< 10 km,2025-07-19 13:47:23.584,2025-07-19 13:47:23.584
1193,2,2025-07-19 23:00:00.000,2025-07-20 06:00:00.000,"22-23",2025-07-19 00:00:00.000,3,184,S,N,6.60,23.00,92,0.00,82,8997,< 9 km,2025-07-19 13:47:53.734,2025-07-19 13:47:53.734
1194,2,2025-07-20 02:00:00.000,2025-07-20 09:00:00.000,"25-26",2025-07-19 00:00:00.000,1,17,N,S,1.90,29.00,15,0.00,55,9006,< 10 km,2025-07-19 13:48:23.741,2025-07-19 13:48:23.741
1195,2,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,20,0.00,42,8990,< 9 km,2025-07-19 13:48:23.773,2025-07-19 13:48:23.773
1196,2,2025-07-20 08:00:00.000,2025-07-20 15:00:00.000,"31-32",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,38,0.00,35,9013,< 10 km,2025-07-19 13:48:53.760,2025-07-19 13:48:53.760
1205,3,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,32,0.00,45,8990,< 9 km,2025-07-19 13:50:53.858,2025-07-19 13:50:53.858
1206,3,2025-07-20 08:00:00.000,2025-07-20 15:00:00.000,"31-32",2025-07-19 00:00:00.000,1,182,S,N,6.30,33.00,55,0.00,40,9013,< 10 km,2025-07-19 13:51:23.869,2025-07-19 13:51:23.869
1209,4,2025-07-19 11:00:00.000,2025-07-19 18:00:00.000,"10-11",2025-07-19 00:00:00.000,3,22,N,S,4.60,27.00,100,0.00,76,8986,< 9 km,2025-07-19 13:51:53.927,2025-07-19 13:51:53.927
1210,4,2025-07-19 14:00:00.000,2025-07-19 21:00:00.000,"13-14",2025-07-19 00:00:00.000,3,191,S,N,4.10,25.00,99,0.20,86,8998,< 9 km,2025-07-19 13:52:24.006,2025-07-19 13:52:24.006
1211,4,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,189,S,N,4.40,24.00,100,0.00,83,9015,< 10 km,2025-07-19 13:52:24.036,2025-07-19 13:52:24.036
1212,4,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,58,0.00,87,8988,< 9 km,2025-07-19 13:52:54.022,2025-07-19 13:52:54.022
1214,4,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,38,0.00,47,8990,< 9 km,2025-07-19 13:53:24.132,2025-07-19 13:53:24.132
1223,3,2025-07-21 02:00:00.000,2025-07-21 09:00:00.000,"49-50",2025-07-19 00:00:00.000,0,98,E,W,3.70,30.00,6,0.00,56,9007,< 10 km,2025-07-19 13:55:25.673,2025-07-19 13:55:25.673
1661,90,2025-07-19 20:00:00.000,2025-07-20 03:00:00.000,"19-20",2025-07-19 00:00:00.000,1,180,S,N,2.60,23.00,15,0.00,88,8988,< 9 km,2025-07-19 16:23:18.817,2025-07-19 16:23:18.817
1663,90,2025-07-20 02:00:00.000,2025-07-20 09:00:00.000,"25-26",2025-07-19 00:00:00.000,1,94,E,W,1.70,28.00,20,0.00,65,9006,< 10 km,2025-07-19 16:23:50.526,2025-07-19 16:23:50.526
1666,90,2025-07-20 11:00:00.000,2025-07-20 18:00:00.000,"34-35",2025-07-19 00:00:00.000,1,313,W,E,1.00,26.00,26,0.00,77,8995,< 9 km,2025-07-19 16:24:20.564,2025-07-19 16:24:20.564
1667,90,2025-07-20 17:00:00.000,2025-07-21 00:00:00.000,"40-41",2025-07-19 00:00:00.000,0,201,S,N,3.60,23.00,9,0.00,89,9000,< 10 km,2025-07-19 16:24:53.403,2025-07-19 16:24:53.403
1669,90,2025-07-20 23:00:00.000,2025-07-21 06:00:00.000,"46-47",2025-07-19 00:00:00.000,1,174,SE,NW,7.70,23.00,11,0.00,84,9007,< 10 km,2025-07-19 16:25:54.755,2025-07-19 16:25:54.755
1672,90,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,36,N,S,4.70,31.00,17,0.00,53,8985,< 9 km,2025-07-19 16:26:24.837,2025-07-19 16:26:24.837
1674,90,2025-07-21 11:00:00.000,2025-07-21 18:00:00.000,"58-59",2025-07-19 00:00:00.000,1,78,NE,SW,3.10,26.00,13,0.00,75,9009,< 10 km,2025-07-19 16:26:54.894,2025-07-19 16:26:54.894
1676,271,2025-07-19 17:00:00.000,2025-07-20 00:00:00.000,"16-17",2025-07-19 00:00:00.000,3,173,SE,NW,4.80,22.00,100,0.00,89,9015,< 10 km,2025-07-19 16:28:00.909,2025-07-19 16:28:00.909
1677,271,2025-07-19 23:00:00.000,2025-07-20 06:00:00.000,"22-23",2025-07-19 00:00:00.000,2,195,S,N,7.30,21.00,67,0.00,81,8997,< 9 km,2025-07-19 16:29:02.544,2025-07-19 16:29:02.544
1679,271,2025-07-20 02:00:00.000,2025-07-20 09:00:00.000,"25-26",2025-07-19 00:00:00.000,0,98,E,W,2.10,28.00,9,0.00,53,9006,< 10 km,2025-07-19 16:29:32.655,2025-07-19 16:29:32.655
1680,271,2025-07-20 05:00:00.000,2025-07-20 12:00:00.000,"28-29",2025-07-19 00:00:00.000,1,142,SE,NW,4.70,32.00,11,0.00,40,8990,< 9 km,2025-07-19 16:29:33.837,2025-07-19 16:29:33.837
1681,271,2025-07-20 08:00:00.000,2025-07-20 15:00:00.000,"31-32",2025-07-19 00:00:00.000,1,211,S,N,6.80,30.00,22,0.10,52,9013,< 10 km,2025-07-19 16:30:03.867,2025-07-19 16:30:03.867
1682,271,2025-07-20 11:00:00.000,2025-07-20 18:00:00.000,"34-35",2025-07-19 00:00:00.000,1,176,SE,NW,1.90,25.00,15,0.00,76,8995,< 9 km,2025-07-19 16:30:03.968,2025-07-19 16:30:03.968
1683,271,2025-07-20 14:00:00.000,2025-07-20 21:00:00.000,"37-38",2025-07-19 00:00:00.000,1,171,SE,NW,8.80,24.00,38,0.00,79,8988,< 9 km,2025-07-19 16:30:33.934,2025-07-19 16:30:33.934
1684,271,2025-07-20 17:00:00.000,2025-07-21 00:00:00.000,"40-41",2025-07-19 00:00:00.000,2,184,S,N,6.00,23.00,76,0.00,82,9000,< 10 km,2025-07-19 16:30:35.555,2025-07-19 16:30:35.555
1685,271,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,186,S,N,3.80,23.00,33,0.00,80,8994,< 9 km,2025-07-19 16:31:05.560,2025-07-19 16:31:05.560
1687,271,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,36,N,S,5.50,30.00,37,0.00,49,8985,< 9 km,2025-07-19 16:31:35.736,2025-07-19 16:31:35.736
1690,271,2025-07-21 08:00:00.000,2025-07-21 15:00:00.000,"55-56",2025-07-19 00:00:00.000,1,36,N,S,5.50,30.00,49,0.10,54,8985,< 9 km,2025-07-19 16:32:07.187,2025-07-19 16:32:07.187
1691,271,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,1,168,SE,NW,3.80,24.00,52,0.00,80,9009,< 10 km,2025-07-19 16:33:08.552,2025-07-19 16:33:08.552
1693,271,2025-07-19 11:00:00.000,2025-07-19 18:00:00.000,"10-11",2025-07-19 00:00:00.000,61,269,SW,NE,0.40,25.00,100,1.00,79,8986,< 9 km,2025-07-19 16:34:09.945,2025-07-19 16:34:09.945
1698,317,2025-07-20 20:00:00.000,2025-07-21 03:00:00.000,"43-44",2025-07-19 00:00:00.000,1,185,S,N,3.10,21.00,35,0.00,90,5602,< 6 km,2025-07-19 16:36:12.822,2025-07-19 16:36:12.822
1699,317,2025-07-21 02:00:00.000,2025-07-21 09:00:00.000,"49-50",2025-07-19 00:00:00.000,0,178,SE,NW,3.50,27.00,1,0.00,68,5615,< 6 km,2025-07-19 16:36:44.580,2025-07-19 16:36:44.580
1701,317,2025-07-21 05:00:00.000,2025-07-21 12:00:00.000,"52-53",2025-07-19 00:00:00.000,1,285,W,E,6.20,29.00,24,0.00,63,8985,< 9 km,2025-07-19 16:37:14.916,2025-07-19 16:37:14.916
1704,317,2025-07-21 14:00:00.000,2025-07-21 21:00:00.000,"61-62",2025-07-19 00:00:00.000,1,84,NE,SW,8.90,23.00,31,0.00,89,9009,< 10 km,2025-07-19 16:37:44.995,2025-07-19 16:37:44.995
1706,317,2025-07-19 08:00:00.000,2025-07-19 15:00:00.000,"7-8",2025-07-19 00:00:00.000,1,343,NW,SE,3.00,29.00,39,0.00,62,8996,< 9 km,2025-07-19 16:39:18.166,2025-07-19 16:39:18.166
