"forecast_id","subdistrict_id","utc_datetime","local_datetime","time_index","analysis_date","weather_condition_id","wind_direction_degrees","wind_direction","wind_direction_to","wind_speed","temperature","cloud_cover_percentage","precipitation_probability","humidity","visibility_meters","visibility_text","created_at","updated_at"
7007,8,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"41-42",2025-07-19 12:00:00.000,1,100,E,W,6.00,31.00,27,0.00,45,11797,> 10 km,2025-07-21 02:37:07.416,2025-07-21 02:37:07.416
7008,8,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"44-45",2025-07-19 12:00:00.000,1,49,NE,SW,5.00,30.00,48,0.10,56,11819,> 10 km,2025-07-21 02:37:37.268,2025-07-21 02:37:37.268
5510,58,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,49,NE,SW,4.00,31.00,46,0.10,46,8985,< 9 km,2025-07-20 19:06:41.780,2025-07-20 19:06:41.780
5511,90,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,36,N,S,4.70,30.00,0,0.00,57,8985,< 9 km,2025-07-20 19:07:12.450,2025-07-20 19:07:12.450
5513,90,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,171,SE,NW,2.60,22.00,24,0.00,87,8994,< 9 km,2025-07-20 19:07:42.694,2025-07-20 19:07:42.694
5514,90,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,36,N,S,4.70,31.00,19,0.00,50,8985,< 9 km,2025-07-20 19:07:47.910,2025-07-20 19:07:47.910
5515,90,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,78,NE,SW,3.10,29.00,84,0.00,60,9009,< 10 km,2025-07-20 19:08:18.106,2025-07-20 19:08:18.106
5518,90,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,194,S,N,2.40,23.00,10,0.00,85,9003,< 10 km,2025-07-20 19:08:50.215,2025-07-20 19:08:50.215
5520,90,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,185,S,N,2.60,24.00,99,0.00,88,8998,< 9 km,2025-07-20 19:09:20.687,2025-07-20 19:09:20.687
5522,90,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,174,SE,NW,7.70,26.00,1,0.00,76,9007,< 10 km,2025-07-20 19:10:06.464,2025-07-20 19:10:06.464
5523,90,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,189,S,N,6.90,26.00,96,0.00,79,8133,< 9 km,2025-07-20 19:12:54.502,2025-07-20 19:12:54.502
5524,90,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,94,E,W,1.70,29.00,10,0.00,61,9006,< 10 km,2025-07-20 19:12:54.499,2025-07-20 19:12:54.499
5525,90,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,223,S,N,4.50,30.00,41,0.00,55,8990,< 9 km,2025-07-20 19:13:54.853,2025-07-20 19:13:54.853
5526,90,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,1,195,S,N,9.20,29.00,49,0.00,64,9013,< 10 km,2025-07-20 19:13:54.880,2025-07-20 19:13:54.880
5527,90,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,313,W,E,1.00,26.00,24,0.00,79,8995,< 9 km,2025-07-20 19:14:24.898,2025-07-20 19:14:24.898
5528,90,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,1,187,S,N,4.40,23.00,24,0.00,90,8988,< 9 km,2025-07-20 19:14:24.917,2025-07-20 19:14:24.917
5529,271,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,269,SW,NE,0.40,24.00,100,0.20,82,8986,< 9 km,2025-07-20 19:14:54.959,2025-07-20 19:14:54.959
5530,271,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,184,S,N,4.40,23.00,100,0.00,86,8998,< 9 km,2025-07-20 19:14:54.988,2025-07-20 19:14:54.988
5531,271,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,195,S,N,7.30,25.00,93,0.00,67,8997,< 9 km,2025-07-20 19:15:25.015,2025-07-20 19:15:25.015
5532,271,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,192,S,N,6.40,20.00,16,0.00,88,8988,< 9 km,2025-07-20 19:15:25.019,2025-07-20 19:15:25.019
5533,271,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,142,SE,NW,4.70,32.00,20,0.10,40,8990,< 9 km,2025-07-20 19:15:55.178,2025-07-20 19:15:55.178
5534,271,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,1,211,S,N,6.80,28.00,33,0.00,60,9013,< 10 km,2025-07-20 19:15:55.197,2025-07-20 19:15:55.197
5536,271,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,176,SE,NW,1.90,24.00,23,0.00,77,8995,< 9 km,2025-07-20 19:16:25.514,2025-07-20 19:16:25.514
5535,271,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,1,171,SE,NW,8.80,24.00,52,0.00,80,8988,< 9 km,2025-07-20 19:16:25.516,2025-07-20 19:16:25.516
5537,271,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,186,S,N,3.80,23.00,31,0.00,80,8994,< 9 km,2025-07-20 19:17:02.690,2025-07-20 19:17:02.690
5538,271,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,2,184,S,N,6.00,23.00,62,0.00,80,9000,< 10 km,2025-07-20 19:17:02.685,2025-07-20 19:17:02.685
5539,271,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,182,S,N,5.20,25.00,6,0.00,69,9007,< 10 km,2025-07-20 19:17:34.477,2025-07-20 19:17:34.477
5540,271,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,1,36,N,S,5.50,29.00,12,0.00,54,8985,< 9 km,2025-07-20 19:17:35.209,2025-07-20 19:17:35.209
5541,271,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,36,N,S,5.50,31.00,53,0.10,48,8985,< 9 km,2025-07-20 19:18:04.535,2025-07-20 19:18:04.535
5542,271,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,168,SE,NW,3.80,28.00,72,0.10,62,9009,< 10 km,2025-07-20 19:18:06.766,2025-07-20 19:18:06.766
5543,271,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,2,168,SE,NW,3.80,25.00,84,0.00,79,9009,< 10 km,2025-07-20 19:18:34.598,2025-07-20 19:18:34.598
5544,271,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,198,S,N,4.80,24.00,48,0.00,81,9003,< 10 km,2025-07-20 19:18:36.816,2025-07-20 19:18:36.816
5545,271,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,0,98,E,W,2.10,30.00,5,0.00,48,9006,< 10 km,2025-07-20 19:19:04.662,2025-07-20 19:19:04.662
5546,271,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,173,SE,NW,4.80,22.00,100,0.00,90,9015,< 10 km,2025-07-20 19:19:40.199,2025-07-20 19:19:40.199
5547,317,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,33,N,S,9.70,24.00,100,0.00,88,8986,< 9 km,2025-07-20 19:20:10.229,2025-07-20 19:20:10.229
5548,317,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,140,SE,NW,4.70,22.00,100,0.00,89,8998,< 9 km,2025-07-20 19:20:10.278,2025-07-20 19:20:10.278
5549,317,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,189,S,N,4.50,20.00,19,0.00,93,5596,< 6 km,2025-07-20 19:20:40.349,2025-07-20 19:20:40.349
5550,317,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,182,S,N,3.90,21.00,100,0.00,93,8695,< 9 km,2025-07-20 19:20:40.349,2025-07-20 19:20:40.349
5551,317,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,2,193,S,N,6.20,25.00,88,0.00,79,8997,< 9 km,2025-07-20 19:21:10.603,2025-07-20 19:21:10.603
5552,317,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,326,NW,SE,4.30,29.00,36,0.10,63,9006,< 10 km,2025-07-20 19:21:10.653,2025-07-20 19:21:10.653
5554,317,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,2,2,N,S,5.80,27.00,82,0.10,76,9013,< 10 km,2025-07-20 19:21:47.145,2025-07-20 19:21:47.145
5553,317,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,330,NW,SE,9.90,29.00,35,0.20,64,8990,< 9 km,2025-07-20 19:21:47.144,2025-07-20 19:21:47.144
5555,317,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,0,79,NE,SW,12.50,24.00,8,0.00,88,8995,< 9 km,2025-07-20 19:22:17.291,2025-07-20 19:22:17.291
5556,317,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,0,147,SE,NW,4.60,22.00,8,0.00,90,8988,< 9 km,2025-07-20 19:22:17.327,2025-07-20 19:22:17.327
5558,317,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,185,S,N,3.10,20.00,24,0.00,88,5602,< 6 km,2025-07-20 19:22:47.380,2025-07-20 19:22:47.380
5557,317,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,190,S,N,5.40,21.00,26,0.00,92,8552,< 9 km,2025-07-20 19:22:47.380,2025-07-20 19:22:47.380
5559,317,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,1,285,W,E,6.20,28.00,21,0.00,63,8985,< 9 km,2025-07-20 19:23:18.892,2025-07-20 19:23:18.892
5560,317,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,178,SE,NW,3.50,25.00,1,0.00,78,5615,< 6 km,2025-07-20 19:23:18.902,2025-07-20 19:23:18.902
5561,317,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,285,W,E,6.20,29.00,43,0.10,60,8985,< 9 km,2025-07-20 19:23:49.019,2025-07-20 19:23:49.019
5562,317,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,1,84,NE,SW,8.90,27.00,38,0.10,74,9009,< 10 km,2025-07-20 19:23:49.131,2025-07-20 19:23:49.131
5563,317,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,1,84,NE,SW,8.90,24.00,48,0.00,85,9009,< 10 km,2025-07-20 19:24:19.093,2025-07-20 19:24:19.093
5564,317,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,160,SE,NW,5.10,22.00,20,0.00,90,9003,< 10 km,2025-07-20 19:24:19.164,2025-07-20 19:24:19.164
5565,1,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,191,S,N,4.10,26.00,100,0.10,81,8998,< 9 km,2025-07-20 19:24:50.453,2025-07-20 19:24:50.453
5566,1,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,189,S,N,4.40,25.00,100,0.00,83,9015,< 10 km,2025-07-20 19:24:50.453,2025-07-20 19:24:50.453
5567,1,2025-07-19 19:00:00.000,2025-07-20 02:00:00.000,"18-19",2025-07-19 00:00:00.000,3,188,S,N,5.00,24.00,99,0.00,84,8988,< 9 km,2025-07-20 19:25:24.457,2025-07-20 19:25:24.457
5568,1,2025-07-19 22:00:00.000,2025-07-20 05:00:00.000,"21-22",2025-07-19 00:00:00.000,1,184,S,N,6.60,23.00,46,0.00,86,8997,< 9 km,2025-07-20 19:25:24.457,2025-07-20 19:25:24.457
5570,1,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,17,N,S,1.90,28.00,93,0.00,64,9006,< 10 km,2025-07-20 19:26:26.682,2025-07-20 19:26:26.682
5569,1,2025-07-20 04:00:00.000,2025-07-20 11:00:00.000,"27-28",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,32.00,19,0.00,48,8990,< 9 km,2025-07-20 19:26:26.682,2025-07-20 19:26:26.682
5571,1,2025-07-20 10:00:00.000,2025-07-20 17:00:00.000,"33-34",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,28.00,36,0.10,65,8995,< 9 km,2025-07-20 19:26:56.771,2025-07-20 19:26:56.771
5572,1,2025-07-20 07:00:00.000,2025-07-20 14:00:00.000,"30-31",2025-07-19 00:00:00.000,1,182,S,N,6.30,34.00,41,0.00,38,9013,< 10 km,2025-07-20 19:26:56.772,2025-07-20 19:26:56.772
5573,1,2025-07-20 16:00:00.000,2025-07-20 23:00:00.000,"39-40",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,58,0.00,80,9000,< 10 km,2025-07-20 19:27:26.887,2025-07-20 19:27:26.887
5574,1,2025-07-20 13:00:00.000,2025-07-20 20:00:00.000,"36-37",2025-07-19 00:00:00.000,1,183,S,N,4.50,26.00,55,0.20,78,8988,< 9 km,2025-07-20 19:27:26.887,2025-07-20 19:27:26.887
5575,1,2025-07-20 19:00:00.000,2025-07-21 02:00:00.000,"42-43",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,48,0.00,79,8994,< 9 km,2025-07-20 19:28:00.967,2025-07-20 19:28:00.967
5577,1,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,98,E,W,3.70,28.00,2,0.00,62,9007,< 10 km,2025-07-20 19:28:31.045,2025-07-20 19:28:31.045
5579,1,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,33.00,52,0.00,40,8985,< 9 km,2025-07-20 19:29:01.531,2025-07-20 19:29:01.531
5582,1,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,1,24,N,S,2.90,27.00,45,0.00,70,9009,< 10 km,2025-07-20 19:29:31.635,2025-07-20 19:29:31.635
5583,2,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,188,S,N,5.00,22.00,40,0.00,88,8988,< 9 km,2025-07-20 19:30:02.057,2025-07-20 19:30:02.057
5586,2,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,17,N,S,1.90,30.00,13,0.00,50,9006,< 10 km,2025-07-20 19:30:36.537,2025-07-20 19:30:36.537
5588,2,2025-07-20 09:00:00.000,2025-07-20 16:00:00.000,"32-33",2025-07-19 00:00:00.000,2,182,S,N,6.30,31.00,70,0.00,44,9013,< 10 km,2025-07-20 19:31:38.401,2025-07-20 19:31:38.401
5589,2,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,2,183,S,N,4.50,25.00,67,0.00,77,8988,< 9 km,2025-07-20 19:32:08.601,2025-07-20 19:32:08.601
5592,2,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,98,E,W,3.70,27.00,6,0.00,68,9007,< 10 km,2025-07-20 19:32:38.899,2025-07-20 19:32:38.899
5594,2,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,22,N,S,4.60,26.00,100,0.20,78,8986,< 9 km,2025-07-20 19:33:44.332,2025-07-20 19:33:44.332
5595,2,2025-07-19 15:00:00.000,2025-07-19 22:00:00.000,"14-15",2025-07-19 00:00:00.000,3,191,S,N,4.10,25.00,100,0.00,85,8998,< 9 km,2025-07-20 19:34:15.669,2025-07-20 19:34:15.669
5596,2,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,40,0.10,42,8985,< 9 km,2025-07-20 19:34:17.009,2025-07-20 19:34:17.009
5597,2,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,24,N,S,2.90,30.00,72,0.10,53,9009,< 10 km,2025-07-20 19:34:45.761,2025-07-20 19:34:45.761
5600,2,2025-07-19 18:00:00.000,2025-07-20 01:00:00.000,"17-18",2025-07-19 00:00:00.000,3,189,S,N,4.40,23.00,100,0.00,84,9015,< 10 km,2025-07-20 19:35:48.100,2025-07-20 19:35:48.100
5601,3,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,22,N,S,4.60,27.00,100,0.10,78,8986,< 9 km,2025-07-20 19:36:20.792,2025-07-20 19:36:20.792
5603,3,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,43,0.00,87,8988,< 9 km,2025-07-20 19:36:50.918,2025-07-20 19:36:50.918
5605,3,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,184,S,N,6.60,26.00,99,0.00,72,8997,< 9 km,2025-07-20 19:37:21.228,2025-07-20 19:37:21.228
5607,3,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,33.00,29,0.00,42,8990,< 9 km,2025-07-20 19:37:51.299,2025-07-20 19:37:51.299
5609,3,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,27.00,50,0.20,76,8995,< 9 km,2025-07-20 19:38:21.897,2025-07-20 19:38:21.897
5610,3,2025-07-20 15:00:00.000,2025-07-20 22:00:00.000,"38-39",2025-07-19 00:00:00.000,1,183,S,N,4.50,26.00,50,0.00,79,8988,< 9 km,2025-07-20 19:38:22.765,2025-07-20 19:38:22.765
5611,3,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,49,0.00,79,9000,< 10 km,2025-07-20 19:38:52.007,2025-07-20 19:38:52.007
5612,3,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,54,0.00,82,8994,< 9 km,2025-07-20 19:38:52.837,2025-07-20 19:38:52.837
5613,3,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,98,E,W,3.70,27.00,5,0.00,69,9007,< 10 km,2025-07-20 19:39:22.070,2025-07-20 19:39:22.070
5614,3,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,75,NE,SW,4.20,31.00,6,0.00,51,8985,< 9 km,2025-07-20 19:39:22.903,2025-07-20 19:39:22.903
5615,3,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,33.00,25,0.00,41,8985,< 9 km,2025-07-20 19:39:52.118,2025-07-20 19:39:52.118
5616,3,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,24,N,S,2.90,30.00,67,0.00,55,9009,< 10 km,2025-07-20 19:39:53.007,2025-07-20 19:39:53.007
5617,3,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,1,24,N,S,2.90,27.00,54,0.00,69,9009,< 10 km,2025-07-20 19:40:22.324,2025-07-20 19:40:22.324
5618,3,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,1,185,S,N,3.50,26.00,54,0.00,74,9003,< 10 km,2025-07-20 19:40:23.116,2025-07-20 19:40:23.116
5619,4,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,22,N,S,4.60,26.00,100,0.20,79,8986,< 9 km,2025-07-20 19:40:52.760,2025-07-20 19:40:52.760
5622,4,2025-07-19 21:00:00.000,2025-07-20 04:00:00.000,"20-21",2025-07-19 00:00:00.000,1,188,S,N,5.00,23.00,48,0.00,86,8988,< 9 km,2025-07-20 19:42:04.179,2025-07-20 19:42:04.179
5624,4,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,184,S,N,6.60,26.00,99,0.00,72,8997,< 9 km,2025-07-20 19:43:06.258,2025-07-20 19:43:06.258
5625,4,2025-07-20 06:00:00.000,2025-07-20 13:00:00.000,"29-30",2025-07-19 00:00:00.000,1,48,NE,SW,3.40,33.00,28,0.00,43,8990,< 9 km,2025-07-20 19:43:36.355,2025-07-20 19:43:36.355
5627,4,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,26.00,47,0.20,78,8995,< 9 km,2025-07-20 19:44:06.663,2025-07-20 19:44:06.663
5629,4,2025-07-20 21:00:00.000,2025-07-21 04:00:00.000,"44-45",2025-07-19 00:00:00.000,1,180,S,N,1.90,25.00,38,0.00,80,8994,< 9 km,2025-07-20 19:44:36.904,2025-07-20 19:44:36.904
5631,4,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,98,E,W,3.70,27.00,8,0.00,68,9007,< 10 km,2025-07-20 19:45:07.492,2025-07-20 19:45:07.492
5633,4,2025-07-21 06:00:00.000,2025-07-21 13:00:00.000,"53-54",2025-07-19 00:00:00.000,1,75,NE,SW,4.20,32.00,33,0.00,43,8985,< 9 km,2025-07-20 19:45:37.589,2025-07-20 19:45:37.589
5636,4,2025-07-21 15:00:00.000,2025-07-21 22:00:00.000,"62-63",2025-07-19 00:00:00.000,2,185,S,N,3.50,26.00,88,0.00,75,9003,< 10 km,2025-07-20 19:46:07.684,2025-07-20 19:46:07.684
5638,5,2025-07-21 09:00:00.000,2025-07-21 16:00:00.000,"56-57",2025-07-19 00:00:00.000,2,24,N,S,2.90,30.00,75,0.00,55,9009,< 10 km,2025-07-20 19:46:38.031,2025-07-20 19:46:38.031
5639,5,2025-07-21 12:00:00.000,2025-07-21 19:00:00.000,"59-60",2025-07-19 00:00:00.000,2,24,N,S,2.90,27.00,67,0.00,71,9009,< 10 km,2025-07-20 19:47:09.243,2025-07-20 19:47:09.243
5642,5,2025-07-21 00:00:00.000,2025-07-21 07:00:00.000,"47-48",2025-07-19 00:00:00.000,0,98,E,W,3.70,27.00,8,0.00,68,9007,< 10 km,2025-07-20 19:47:39.677,2025-07-20 19:47:39.677
5643,5,2025-07-21 03:00:00.000,2025-07-21 10:00:00.000,"50-51",2025-07-19 00:00:00.000,0,75,NE,SW,4.20,30.00,2,0.00,52,8985,< 9 km,2025-07-20 19:49:22.700,2025-07-20 19:49:22.700
5646,5,2025-07-20 00:00:00.000,2025-07-20 07:00:00.000,"23-24",2025-07-19 00:00:00.000,3,184,S,N,6.60,26.00,99,0.00,72,8997,< 9 km,2025-07-20 19:49:52.851,2025-07-20 19:49:52.851
5647,5,2025-07-20 03:00:00.000,2025-07-20 10:00:00.000,"26-27",2025-07-19 00:00:00.000,1,17,N,S,1.90,30.00,21,0.00,53,9006,< 10 km,2025-07-20 19:50:22.950,2025-07-20 19:50:22.950
5650,5,2025-07-20 12:00:00.000,2025-07-20 19:00:00.000,"35-36",2025-07-19 00:00:00.000,1,346,NW,SE,5.20,26.00,47,0.20,78,8995,< 9 km,2025-07-20 19:50:53.185,2025-07-20 19:50:53.185
5651,5,2025-07-19 12:00:00.000,2025-07-19 19:00:00.000,"11-12",2025-07-19 00:00:00.000,3,22,N,S,4.60,26.00,100,0.20,79,8986,< 9 km,2025-07-20 19:51:23.294,2025-07-20 19:51:23.294
5653,5,2025-07-20 18:00:00.000,2025-07-21 01:00:00.000,"41-42",2025-07-19 00:00:00.000,1,201,S,N,5.90,25.00,45,0.00,79,9000,< 10 km,2025-07-20 19:51:53.638,2025-07-20 19:51:53.638
5655,6,2025-07-19 13:00:00.000,2025-07-19 20:00:00.000,"12-13",2025-07-19 00:00:00.000,3,172,SE,NW,2.30,26.00,100,0.10,83,8998,< 9 km,2025-07-20 19:52:23.817,2025-07-20 19:52:23.817
5656,6,2025-07-19 16:00:00.000,2025-07-19 23:00:00.000,"15-16",2025-07-19 00:00:00.000,3,183,S,N,3.00,24.00,100,0.00,83,9015,< 10 km,2025-07-20 19:53:03.466,2025-07-20 19:53:03.466
5657,6,2025-07-20 22:00:00.000,2025-07-21 05:00:00.000,"45-46",2025-07-19 00:00:00.000,1,72,NE,SW,4.00,25.00,27,0.00,78,9007,< 10 km,2025-07-20 19:53:33.446,2025-07-20 19:53:33.446
5658,6,2025-07-21 01:00:00.000,2025-07-21 08:00:00.000,"48-49",2025-07-19 00:00:00.000,0,72,NE,SW,4.00,28.00,2,0.00,64,9007,< 10 km,2025-07-20 19:53:33.603,2025-07-20 19:53:33.603
5659,6,2025-07-21 07:00:00.000,2025-07-21 14:00:00.000,"54-55",2025-07-19 00:00:00.000,1,84,NE,SW,3.90,32.00,57,0.00,45,8985,< 9 km,2025-07-20 19:54:05.069,2025-07-20 19:54:05.069
5661,6,2025-07-21 13:00:00.000,2025-07-21 20:00:00.000,"60-61",2025-07-19 00:00:00.000,2,357,NW,SE,2.20,26.00,76,0.00,73,9009,< 10 km,2025-07-20 19:54:36.517,2025-07-20 19:54:36.517
5663,6,2025-07-21 16:00:00.000,2025-07-21 23:00:00.000,"63-64",2025-07-19 00:00:00.000,1,172,SE,NW,2.50,25.00,46,0.00,80,9003,< 10 km,2025-07-20 19:55:06.628,2025-07-20 19:55:06.628
5666,6,2025-07-20 01:00:00.000,2025-07-20 08:00:00.000,"24-25",2025-07-19 00:00:00.000,3,347,NW,SE,3.00,28.00,92,0.00,65,9006,< 10 km,2025-07-20 19:55:36.825,2025-07-20 19:55:36.825
