"location_id","subdistrict_name","district_name","city_name","province_name","latitude","longitude","timezone","created_at","updated_at"
"32.73.12.1001",Gumuruh,Batununggal,Kota Bandung,Jawa Barat,-6.93808466,107.63714251,Asia/Jakarta,2025-07-18 11:48:25.470,2025-07-18 11:48:25.470
"32.73.12.1002",Maleer,Batununggal,Kota Bandung,Jawa Barat,-6.92666878,107.63958825,Asia/Jakarta,2025-07-18 11:48:25.494,2025-07-18 11:48:25.494
"32.73.12.1003",Cibangkong,Batununggal,Kota Bandung,Jawa Barat,-6.92372388,107.63356888,Asia/Jakarta,2025-07-18 11:48:25.523,2025-07-18 11:48:25.523
"32.73.12.1004",Kacapiring,Batununggal,Kota Bandung,Jawa Barat,-6.91770230,107.63401323,Asia/Jakarta,2025-07-18 11:48:25.553,2025-07-18 11:48:25.553
"32.73.12.1005",Kebon Waru,Batununggal,Kota Bandung,Jawa Barat,-6.91633546,107.64120828,Asia/Jakarta,2025-07-18 11:48:25.588,2025-07-18 11:48:25.588
"32.73.12.1006",Kebon Gedang,Batununggal,Kota Bandung,Jawa Barat,-6.92649752,107.64283503,Asia/Jakarta,2025-07-18 11:48:25.620,2025-07-18 11:48:25.620
"32.73.12.1007",Samoja,Batununggal,Kota Bandung,Jawa Barat,-6.92155611,107.62727740,Asia/Jakarta,2025-07-18 11:48:25.654,2025-07-18 11:48:25.654
"32.73.12.1008",Binong,Batununggal,Kota Bandung,Jawa Barat,-6.93808851,107.64065342,Asia/Jakarta,2025-07-18 11:48:25.682,2025-07-18 11:48:25.682
"32.73.13.1001",Cijagra,Lengkong,Kota Bandung,Jawa Barat,-6.94418932,107.62534769,Asia/Jakarta,2025-07-18 11:48:25.821,2025-07-18 11:48:25.821
"32.73.13.1002",Lingkar Selatan,Lengkong,Kota Bandung,Jawa Barat,-6.92931797,107.62952439,Asia/Jakarta,2025-07-18 11:48:25.853,2025-07-18 11:48:25.853
"32.73.13.1003",Burangrang,Lengkong,Kota Bandung,Jawa Barat,-6.92963189,107.61819485,Asia/Jakarta,2025-07-18 11:48:25.885,2025-07-18 11:48:25.885
"32.73.13.1004",Paledang,Lengkong,Kota Bandung,Jawa Barat,-6.92480003,107.61469549,Asia/Jakarta,2025-07-18 11:48:25.921,2025-07-18 11:48:25.921
"32.73.13.1005",Turangga,Lengkong,Kota Bandung,Jawa Barat,-6.93857519,107.62927757,Asia/Jakarta,2025-07-18 11:48:25.953,2025-07-18 11:48:25.953
"32.73.13.1006",Malabar,Lengkong,Kota Bandung,Jawa Barat,-6.92611617,107.62152671,Asia/Jakarta,2025-07-18 11:48:25.980,2025-07-18 11:48:25.980
"32.73.13.1007",Cikawao,Lengkong,Kota Bandung,Jawa Barat,-6.92652895,107.61215699,Asia/Jakarta,2025-07-18 11:48:26.019,2025-07-18 11:48:26.019
"32.73.14.1001",Padasuka,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.90374927,107.64761153,Asia/Jakarta,2025-07-18 11:48:26.152,2025-07-18 11:48:26.152
"32.73.14.1002",Cikutra,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.90280219,107.63995105,Asia/Jakarta,2025-07-18 11:48:26.189,2025-07-18 11:48:26.189
"32.73.14.1003",Cicadas,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.90627673,107.63728004,Asia/Jakarta,2025-07-18 11:48:26.222,2025-07-18 11:48:26.222
"32.73.14.1004",Sukamaju,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.90858819,107.63404485,Asia/Jakarta,2025-07-18 11:48:26.252,2025-07-18 11:48:26.252
"32.73.14.1005",Sukapada,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.89596144,107.64678790,Asia/Jakarta,2025-07-18 11:48:26.294,2025-07-18 11:48:26.294
"32.73.14.1006",Pasirlayung,Cibeunying Kidul,Kota Bandung,Jawa Barat,-6.89507028,107.65643036,Asia/Jakarta,2025-07-18 11:48:26.324,2025-07-18 11:48:26.324
"32.73.15.1001",Cijerah,Bandung Kulon,Kota Bandung,Jawa Barat,-6.91888565,107.56719949,Asia/Jakarta,2025-07-18 11:48:26.450,2025-07-18 11:48:26.450
"32.73.15.1002",Cibuntu,Bandung Kulon,Kota Bandung,Jawa Barat,-6.92164182,107.57174634,Asia/Jakarta,2025-07-18 11:48:26.488,2025-07-18 11:48:26.488
"32.73.15.1003",Warung Muncang,Bandung Kulon,Kota Bandung,Jawa Barat,-6.92398358,107.57703286,Asia/Jakarta,2025-07-18 11:48:26.520,2025-07-18 11:48:26.520
"32.73.15.1004",Caringin,Bandung Kulon,Kota Bandung,Jawa Barat,-6.93112822,107.57046999,Asia/Jakarta,2025-07-18 11:48:26.553,2025-07-18 11:48:26.553
"32.73.15.1005",Cigondewah Kaler,Bandung Kulon,Kota Bandung,Jawa Barat,-6.93509950,107.56279972,Asia/Jakarta,2025-07-18 11:48:26.589,2025-07-18 11:48:26.589
"32.73.15.1006",Gempol Sari,Bandung Kulon,Kota Bandung,Jawa Barat,-6.93190199,107.55341329,Asia/Jakarta,2025-07-18 11:48:26.616,2025-07-18 11:48:26.616
"32.73.15.1007",Cigondewah Rahayu,Bandung Kulon,Kota Bandung,Jawa Barat,-6.94769996,107.56351157,Asia/Jakarta,2025-07-18 11:48:26.645,2025-07-18 11:48:26.645
"32.73.15.1008",Cigondewah Kidul,Bandung Kulon,Kota Bandung,Jawa Barat,-6.94133467,107.56292093,Asia/Jakarta,2025-07-18 11:48:26.672,2025-07-18 11:48:26.672
"32.73.16.1001",Sukapura,Kiaracondong,Kota Bandung,Jawa Barat,-6.93482917,107.65140313,Asia/Jakarta,2025-07-18 11:48:26.818,2025-07-18 11:48:26.818
"32.73.16.1002",Kebon Jayanti,Kiaracondong,Kota Bandung,Jawa Barat,-6.92743832,107.64679604,Asia/Jakarta,2025-07-18 11:48:26.852,2025-07-18 11:48:26.852
"32.73.16.1003",Babakan Surabaya,Kiaracondong,Kota Bandung,Jawa Barat,-6.91413771,107.64775883,Asia/Jakarta,2025-07-18 11:48:26.882,2025-07-18 11:48:26.882
"32.73.16.1004",Cicaheum,Kiaracondong,Kota Bandung,Jawa Barat,-6.90700155,107.65303574,Asia/Jakarta,2025-07-18 11:48:26.916,2025-07-18 11:48:26.916
"32.73.16.1005",Babakan Sari,Kiaracondong,Kota Bandung,Jawa Barat,-6.92314040,107.65063922,Asia/Jakarta,2025-07-18 11:48:26.951,2025-07-18 11:48:26.951
"32.73.16.1006",Kebon Kangkung,Kiaracondong,Kota Bandung,Jawa Barat,-6.93770484,107.64400852,Asia/Jakarta,2025-07-18 11:48:26.988,2025-07-18 11:48:26.988
"32.73.17.1001",Situsaeur,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.94019367,107.59536207,Asia/Jakarta,2025-07-18 11:48:27.122,2025-07-18 11:48:27.122
"32.73.17.1002",Kebon Lega,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.94708360,107.59783336,Asia/Jakarta,2025-07-18 11:48:27.152,2025-07-18 11:48:27.152
"32.73.17.1003",Cibaduyut,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.95326684,107.59315684,Asia/Jakarta,2025-07-18 11:48:27.189,2025-07-18 11:48:27.189
"32.73.17.1004",Mekar Wangi,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.95522171,107.60450775,Asia/Jakarta,2025-07-18 11:48:27.217,2025-07-18 11:48:27.217
"32.73.17.1005",Cibaduyut Kidul,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.95975259,107.59121037,Asia/Jakarta,2025-07-18 11:48:27.251,2025-07-18 11:48:27.251
"32.73.17.1006",Cibaduyut Wetan,Bojongloa Kidul,Kota Bandung,Jawa Barat,-6.95888395,107.59867087,Asia/Jakarta,2025-07-18 11:48:27.292,2025-07-18 11:48:27.292
"32.73.18.1001",Cihaur Geulis,Cibeunying Kaler,Kota Bandung,Jawa Barat,-6.90135556,107.62863309,Asia/Jakarta,2025-07-18 11:48:27.406,2025-07-18 11:48:27.406
"32.73.18.1002",Sukaluyu,Cibeunying Kaler,Kota Bandung,Jawa Barat,-6.89596058,107.63000720,Asia/Jakarta,2025-07-18 11:48:27.434,2025-07-18 11:48:27.434
"32.73.18.1003",Neglasari,Cibeunying Kaler,Kota Bandung,Jawa Barat,-6.89516971,107.63921821,Asia/Jakarta,2025-07-18 11:48:27.471,2025-07-18 11:48:27.471
"32.73.18.1004",Cigadung,Cibeunying Kaler,Kota Bandung,Jawa Barat,-6.88024198,107.62775067,Asia/Jakarta,2025-07-18 11:48:27.504,2025-07-18 11:48:27.504
"32.73.19.1001",Braga,Sumur Bandung,Kota Bandung,Jawa Barat,-6.91812043,107.60853591,Asia/Jakarta,2025-07-18 11:48:27.582,2025-07-18 11:48:27.582
"32.73.19.1002",Merdeka,Sumur Bandung,Kota Bandung,Jawa Barat,-6.91352050,107.62115346,Asia/Jakarta,2025-07-18 11:48:27.612,2025-07-18 11:48:27.612
"32.73.19.1003",Kebon Pisang,Sumur Bandung,Kota Bandung,Jawa Barat,-6.91928876,107.61710125,Asia/Jakarta,2025-07-18 11:48:27.644,2025-07-18 11:48:27.644
"32.73.19.1004",Babakan Ciamis,Sumur Bandung,Kota Bandung,Jawa Barat,-6.91146031,107.60855707,Asia/Jakarta,2025-07-18 11:48:27.677,2025-07-18 11:48:27.677
"32.73.20.1001",Antapani Kulon,Antapani,Kota Bandung,Jawa Barat,-6.90998188,107.65627755,Asia/Jakarta,2025-07-18 11:48:27.754,2025-07-18 11:48:27.754
"32.73.20.1004",Antapani Tengah,Antapani,Kota Bandung,Jawa Barat,-6.91903766,107.66246246,Asia/Jakarta,2025-07-18 11:48:27.783,2025-07-18 11:48:27.783
"32.73.20.1005",Antapani Kidul,Antapani,Kota Bandung,Jawa Barat,-6.92323281,107.65984603,Asia/Jakarta,2025-07-18 11:48:27.824,2025-07-18 11:48:27.824
"32.73.24.1003",Cisaranten Kulon,Arcamanik,Kota Bandung,Jawa Barat,-6.92525618,107.68065079,Asia/Jakarta,2025-07-18 11:48:27.860,2025-07-18 11:48:27.860
"32.73.24.1004",Cisaranten Endah,Arcamanik,Kota Bandung,Jawa Barat,-6.93077393,107.67212376,Asia/Jakarta,2025-07-18 11:48:27.893,2025-07-18 11:48:27.893
"32.73.24.1001",Sukamiskin,Arcamanik,Kota Bandung,Jawa Barat,-6.91306986,107.67354179,Asia/Jakarta,2025-07-18 11:48:27.930,2025-07-18 11:48:27.930
"32.73.24.1002",Cisaranten Bina Harapan,Arcamanik,Kota Bandung,Jawa Barat,-6.91123104,107.68521430,Asia/Jakarta,2025-07-18 11:48:27.954,2025-07-18 11:48:27.954
"32.73.25.1001",Palasari,Cibiru,Kota Bandung,Jawa Barat,-6.91322622,107.72401304,Asia/Jakarta,2025-07-18 11:48:28.020,2025-07-18 11:48:28.020
"32.73.25.1002",Cipadung,Cibiru,Kota Bandung,Jawa Barat,-6.92422755,107.71913874,Asia/Jakarta,2025-07-18 11:48:28.057,2025-07-18 11:48:28.057
"32.73.25.1003",Pasir Biru,Cibiru,Kota Bandung,Jawa Barat,-6.92415822,107.72406648,Asia/Jakarta,2025-07-18 11:48:28.105,2025-07-18 11:48:28.105
"32.73.25.1004",Cisurupan,Cibiru,Kota Bandung,Jawa Barat,-6.90565994,107.72313060,Asia/Jakarta,2025-07-18 11:48:28.141,2025-07-18 11:48:28.141
"32.73.26.1003",Pasir Endah,Ujungberung,Kota Bandung,Jawa Barat,-6.90433025,107.69006986,Asia/Jakarta,2025-07-18 11:48:28.258,2025-07-18 11:48:28.258
"32.73.26.1004",Cigending,Ujungberung,Kota Bandung,Jawa Barat,-6.91052100,107.69785704,Asia/Jakarta,2025-07-18 11:48:28.282,2025-07-18 11:48:28.282
"32.73.26.1005",Pasirwangi,Ujungberung,Kota Bandung,Jawa Barat,-6.89944187,107.70632682,Asia/Jakarta,2025-07-18 11:48:28.312,2025-07-18 11:48:28.312
"32.73.26.1006",Pasirjati,Ujungberung,Kota Bandung,Jawa Barat,-6.90278313,107.71034359,Asia/Jakarta,2025-07-18 11:48:28.355,2025-07-18 11:48:28.355
"32.73.26.1007",Pasanggrahan,Ujungberung,Kota Bandung,Jawa Barat,-6.91068549,107.71397596,Asia/Jakarta,2025-07-18 11:48:28.390,2025-07-18 11:48:28.390
"32.73.27.1001",Cimincrang,Gedebage,Kota Bandung,Jawa Barat,-6.94573933,107.70491593,Asia/Jakarta,2025-07-18 11:48:28.484,2025-07-18 11:48:28.484
"32.73.27.1002",Cisaranten Kidul,Gedebage,Kota Bandung,Jawa Barat,-6.94944527,107.69306399,Asia/Jakarta,2025-07-18 11:48:28.523,2025-07-18 11:48:28.523
"32.73.27.1003",Rancabolang,Gedebage,Kota Bandung,Jawa Barat,-6.96192857,107.69305317,Asia/Jakarta,2025-07-18 11:48:28.553,2025-07-18 11:48:28.553
"32.73.27.1004",Rancanumpang,Gedebage,Kota Bandung,Jawa Barat,-6.96019801,107.70986290,Asia/Jakarta,2025-07-18 11:48:28.589,2025-07-18 11:48:28.589
"32.73.28.1001",Cipadung Kulon,Panyileukan,Kota Bandung,Jawa Barat,-6.92174078,107.70453127,Asia/Jakarta,2025-07-18 11:48:28.674,2025-07-18 11:48:28.674
"32.73.28.1002",Cipadung Kidul,Panyileukan,Kota Bandung,Jawa Barat,-6.94141590,107.71168829,Asia/Jakarta,2025-07-18 11:48:28.700,2025-07-18 11:48:28.700
"32.73.28.1003",Cipadung Wetan,Panyileukan,Kota Bandung,Jawa Barat,-6.93166824,107.70991215,Asia/Jakarta,2025-07-18 11:48:28.726,2025-07-18 11:48:28.726
"32.73.28.1004",Mekar Mulya,Panyileukan,Kota Bandung,Jawa Barat,-6.93110181,107.69993586,Asia/Jakarta,2025-07-18 11:48:28.758,2025-07-18 11:48:28.758
"32.73.29.1001",Cisaranten Wetan,Cinambo,Kota Bandung,Jawa Barat,-6.92397129,107.68755971,Asia/Jakarta,2025-07-18 11:48:28.839,2025-07-18 11:48:28.839
"32.73.29.1002",Pakemitan,Cinambo,Kota Bandung,Jawa Barat,-6.92089482,107.69350243,Asia/Jakarta,2025-07-18 11:48:28.869,2025-07-18 11:48:28.869
"32.73.29.1003",Sukamulya,Cinambo,Kota Bandung,Jawa Barat,-6.92025243,107.69895870,Asia/Jakarta,2025-07-18 11:48:28.899,2025-07-18 11:48:28.899
"32.73.29.1004",Babakan Penghulu,Cinambo,Kota Bandung,Jawa Barat,-6.93608158,107.69002671,Asia/Jakarta,2025-07-18 11:48:28.927,2025-07-18 11:48:28.927
"32.73.30.1001",Jatihandap,Mandalajati,Kota Bandung,Jawa Barat,-6.89557679,107.66342991,Asia/Jakarta,2025-07-18 11:48:29.015,2025-07-18 11:48:29.015
"32.73.30.1002",Karang Pamulang,Mandalajati,Kota Bandung,Jawa Barat,-6.89848355,107.67193129,Asia/Jakarta,2025-07-18 11:48:29.052,2025-07-18 11:48:29.052
"32.73.30.1003",Pasir Impun,Mandalajati,Kota Bandung,Jawa Barat,-6.89730080,107.67939625,Asia/Jakarta,2025-07-18 11:48:29.098,2025-07-18 11:48:29.098
"32.73.30.1004",Sindang Jaya,Mandalajati,Kota Bandung,Jawa Barat,-6.90105948,107.68383220,Asia/Jakarta,2025-07-18 11:48:29.135,2025-07-18 11:48:29.135
"32.73.20.1006",Antapani Wetan,Antapani,Kota Bandung,Jawa Barat,-6.90933643,107.66401741,Asia/Jakarta,2025-07-18 11:48:31.301,2025-07-18 11:48:31.301
"32.73.21.1001",Batununggal,Bandung Kidul,Kota Bandung,Jawa Barat,-6.95257179,107.63200556,Asia/Jakarta,2025-07-18 11:48:32.534,2025-07-18 11:48:32.534
"32.73.21.1002",Wates,Bandung Kidul,Kota Bandung,Jawa Barat,-6.95901001,107.61555243,Asia/Jakarta,2025-07-18 11:48:32.570,2025-07-18 11:48:32.570
"32.73.21.1003",Mengger,Bandung Kidul,Kota Bandung,Jawa Barat,-6.96025154,107.62886464,Asia/Jakarta,2025-07-18 11:48:32.602,2025-07-18 11:48:32.602
"32.73.21.1004",Kujangsari,Bandung Kidul,Kota Bandung,Jawa Barat,-6.96150854,107.64267132,Asia/Jakarta,2025-07-18 11:48:32.642,2025-07-18 11:48:32.642
"32.73.22.1001",Sekejati,Buahbatu,Kota Bandung,Jawa Barat,-6.94602231,107.65508025,Asia/Jakarta,2025-07-18 11:48:32.730,2025-07-18 11:48:32.730
"32.73.22.1002",Margasari,Buahbatu,Kota Bandung,Jawa Barat,-6.95479115,107.65718245,Asia/Jakarta,2025-07-18 11:48:32.769,2025-07-18 11:48:32.769
"32.73.22.1003",Cijaura,Buahbatu,Kota Bandung,Jawa Barat,-6.95866358,107.65071981,Asia/Jakarta,2025-07-18 11:48:32.810,2025-07-18 11:48:32.810
"32.73.22.1004",Jati Sari,Buahbatu,Kota Bandung,Jawa Barat,-6.93611057,107.66169332,Asia/Jakarta,2025-07-18 11:48:32.846,2025-07-18 11:48:32.846
"32.73.23.1001",Cipamokolan,Rancasari,Kota Bandung,Jawa Barat,-6.94676881,107.67590388,Asia/Jakarta,2025-07-18 11:48:32.938,2025-07-18 11:48:32.938
"32.73.23.1002",Derwati,Rancasari,Kota Bandung,Jawa Barat,-6.96112157,107.68167239,Asia/Jakarta,2025-07-18 11:48:32.969,2025-07-18 11:48:32.969
"32.73.23.1003",Manjahlega,Rancasari,Kota Bandung,Jawa Barat,-6.94730106,107.66693740,Asia/Jakarta,2025-07-18 11:48:33.001,2025-07-18 11:48:33.001
"32.73.23.1004",Mekarmulya,Rancasari,Kota Bandung,Jawa Barat,-6.96277050,107.66937096,Asia/Jakarta,2025-07-18 11:48:33.037,2025-07-18 11:48:33.037
